,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,0.125,0.1614583333333333,0.015625,0.015625,0.0,0.0
1,0.2708333333333333,0.2447916666666666,0.0364583333333333,0.0,0.0,0.0
2,0.3072916666666667,0.0989583333333333,0.0572916666666666,0.109375,0.1614583333333333,0.109375
3,0.296875,0.0625,0.28125,0.0416666666666666,0.0104166666666666,0.015625
4,0.21875,0.3333333333333333,0.1145833333333333,0.1354166666666666,0.0,0.0
5,0.3125,0.1510416666666666,0.0104166666666666,0.0,0.0,0.0
6,0.3802083333333333,0.1041666666666666,0.0364583333333333,0.109375,0.0,0.0
7,0.1979166666666666,0.0208333333333333,0.0,0.0,0.0,0.0
8,0.3125,0.1875,0.0,0.0,0.0,0.0
9,0.2916666666666667,0.1354166666666666,0.0052083333333333,0.0,0.0625,0.0
10,0.0989583333333333,0.0,0.0104166666666666,0.0104166666666666,0.0,0.0
11,0.2864583333333333,0.1979166666666666,0.0104166666666666,0.0,0.0,0.0
12,0.21875,0.0833333333333333,0.109375,0.3541666666666667,0.03125,0.0
13,0.359375,0.3385416666666667,0.0520833333333333,0.0,0.0,0.0
14,0.3854166666666667,0.1197916666666666,0.0052083333333333,0.0,0.0052083333333333,0.0
15,0.2239583333333333,0.1197916666666666,0.0,0.0,0.0,0.0
16,0.1666666666666666,0.0729166666666666,0.0989583333333333,0.0,0.0,0.0
17,0.40625,0.125,0.0,0.0,0.0,0.0
18,0.2083333333333333,0.1302083333333333,0.0052083333333333,0.0,0.0,0.0
19,0.1145833333333333,0.1614583333333333,0.0052083333333333,0.0,0.0052083333333333,0.0
